Name_Console,Name,Platform,Publisher,Genre,Release_Year,Release_Month,First_Week,Total_Sales,Critic_Score,User_Score
Dragon Quest X: Mezameshi Itsutsu no Shuzoku Online (3DS),Dragon Quest X: Mezameshi Itsutsu no Shuzoku Online,3DS,Square Enix,Role-Playing,2014,9,54477.0,78436.0,,
Dragon Quest XI (3DS),Dragon Quest XI,3DS,Square Enix,Role-Playing,2017,7,1140527.0,1720236.0,N/A,N/A
Dragon Quest XI (PS4),Dragon Quest XI,PS4,Square Enix,Role-Playing,2017,7,946943.0,1356853.0,10.0,N/A
Dragon Warrior VII (3DS),Dragon Warrior VII,3DS,Square Enix,Role-Playing,2013,2,836027.0,1141857.0,,
Dragon's Crown (PS3),Dragon's Crown,PS3,Atlus,Role-Playing,2013,7,105734.0,273553.0,N/A,N/A
Dragon's Crown (PSV),Dragon's Crown,PSV,Atlus,Role-Playing,2013,7,72769.0,135857.0,N/A,N/A
Dragon's Dogma (PS3),Dragon's Dogma,PS3,Capcom,Adventure,2012,5,405103.0,641862.0,N/A,N/A
Dragon's Dogma (PS4),Dragon's Dogma,PS4,Capcom,Role-Playing,2017,10,39375.0,39375.0,N/A,N/A
Dragon's Dogma (X360),Dragon's Dogma,X360,Capcom,Adventure,2012,5,127606.0,200495.0,N/A,N/A
Dragon's Dogma Online (PS4),Dragon's Dogma Online,PS4,Capcom,Role-Playing,2015,8,29304.0,29304.0,N/A,N/A
Dream C Club (X360),Dream C Club,X360,D3Publisher ,Simulation,2009,8,44521.0,44521.0,N/A,N/A
Driveclub (PS4),Driveclub,PS4,Sony Computer Entertainment,Racing,2014,10,344764.0,549719.0,7.2,N/A
Driver: San Francisco (PS3),Driver: San Francisco,PS3,Ubisoft,Racing,2011,9,46292.0,143931.0,8.2,N/A
Driver: San Francisco (X360),Driver: San Francisco,X360,Ubisoft,Racing,2011,9,27657.0,117535.0,8.1,N/A
Duke Nukem Forever (PC),Duke Nukem Forever,PC,Take-Two Interactive,Shooter,2011,6,31850.0,88518.0,4.6,N/A
Duke Nukem Forever (PS3),Duke Nukem Forever,PS3,Take-Two Interactive,Shooter,2011,6,66099.0,225811.0,4.4,N/A
Duke Nukem Forever (X360),Duke Nukem Forever,X360,Take-Two Interactive,Shooter,2011,6,68780.0,326177.0,4.3,N/A
Dungeon Travelers 2-2: The Maiden Who Fell into Darkness and the Book of Beginnings (PSV),Dungeon Travelers 2-2: The Maiden Who Fell into Darkness and the Book of Beginnings,PSV,Aquaplus,Role-Playing,2017,4,27325.0,27325.0,N/A,N/A
Dying Light (PC),Dying Light,PC,Warner Bros. Interactive Entertainment,Action,2015,1,31615.0,31615.0,N/A,N/A
Dying Light (PS4),Dying Light,PS4,Warner Bros. Interactive Entertainment,Action,2015,1,330499.0,674482.0,N/A,N/A
Dying Light (XOne),Dying Light,XOne,Warner Bros. Interactive Entertainment,Action,2015,1,180356.0,340963.0,N/A,N/A
Dynasty Warriors (PSP),Dynasty Warriors,PSP,Tecmo Koei,Action,2004,12,60229.0,203111.0,6.6,N/A
Dynasty Warriors 6 (PS3),Dynasty Warriors 6,PS3,Tecmo Koei,Action,2007,11,186247.0,186247.0,N/A,N/A
Dynasty Warriors 6 Empires (PS3),Dynasty Warriors 6 Empires,PS3,Tecmo Koei,Action,2009,5,78400.0,78400.0,6.4,N/A
Dynasty Warriors 7 (PS3),Dynasty Warriors 7,PS3,Tecmo Koei,Action,2011,3,262324.0,447520.0,5.8,N/A
Dynasty Warriors 7: Empires (PS3),Dynasty Warriors 7: Empires,PS3,Tecmo Koei,Action,2012,11,69588.0,69588.0,N/A,N/A
Dynasty Warriors 7: Xtreme Legends (PS3),Dynasty Warriors 7: Xtreme Legends,PS3,Tecmo Koei,Action,2011,10,82542.0,82542.0,N/A,N/A
Dynasty Warriors 8 (PS3),Dynasty Warriors 8,PS3,Tecmo Koei,Action,2013,3,212798.0,260405.0,N/A,N/A
Dynasty Warriors 8 (X360),Dynasty Warriors 8,X360,Tecmo Koei,Action,2013,7,25389.0,25389.0,N/A,N/A
Dynasty Warriors 9 (PS4),Dynasty Warriors 9,PS4,Tecmo Koei,Action,2018,2,120935.0,221284.0,N/A,N/A
Dynasty Warriors Gundam (PS3),Dynasty Warriors Gundam,PS3,Tecmo Koei,Action,2007,3,174638.0,214625.0,6.5,N/A
Dynasty Warriors: Gundam 2 (PS3),Dynasty Warriors: Gundam 2,PS3,Namco Bandai Games,Action,2008,12,176241.0,176241.0,5.9,N/A
Dynasty Warriors: Strikeforce (PSP),Dynasty Warriors: Strikeforce,PSP,Tecmo Koei,Action,2009,2,223136.0,288344.0,6.4,N/A
EA Sports Active (Wii),EA Sports Active,Wii,Electronic Arts,Sports,2009,5,279885.0,1168828.0,8.3,N/A
EA Sports Grand Slam Tennis (Wii),EA Sports Grand Slam Tennis,Wii,Electronic Arts,Sports,2009,6,42005.0,219835.0,7.9,N/A
EA Sports UFC (PS4),EA Sports UFC,PS4,Electronic Arts,Sports,2014,6,253132.0,445487.0,N/A,N/A
EA Sports UFC (XOne),EA Sports UFC,XOne,Electronic Arts,Sports,2014,6,127052.0,186160.0,N/A,N/A
EA Sports UFC 2 (PS4),EA Sports UFC 2,PS4,Electronic Arts,Sports,2016,3,328097.0,701319.0,N/A,N/A
EA Sports UFC 2 (XOne),EA Sports UFC 2,XOne,Electronic Arts,Sports,2016,3,177905.0,279444.0,N/A,N/A
EA Sports UFC 3 (PS4),EA Sports UFC 3,PS4,Electronic Arts,Sports,2018,2,183997.0,424527.0,N/A,N/A
EA Sports UFC 3 (XOne),EA Sports UFC 3,XOne,Electronic Arts,Sports,2018,2,82922.0,121487.0,N/A,N/A
EVE: Valkyrie (PS4),EVE: Valkyrie,PS4,CCP,Shooter,2016,10,34177.0,34177.0,N/A,N/A
Earth Defense Force 2025 (X360),Earth Defense Force 2025,X360,D3Publisher,Shooter,2013,7,23410.0,23410.0,N/A,N/A
Earth Defense Force 3 Portable (PSV),Earth Defense Force 3 Portable,PSV,D3Publisher,Action,2012,9,28462.0,28462.0,,
Earth Defense Force 4 (PS3),Earth Defense Force 4,PS3,D3Publisher,Shooter,2013,7,154680.0,213322.0,,
Earth Defense Force 5 (PS4),Earth Defense Force 5,PS4,D3Publisher ,Shooter,2017,12,108546.0,108546.0,N/A,N/A
Earth Defense Force: Insect Armageddon (PS3),Earth Defense Force: Insect Armageddon,PS3,D3Publisher,Shooter,2011,7,41418.0,41418.0,6.6,N/A
Earth Defense Force: Insect Armageddon (X360),Earth Defense Force: Insect Armageddon,X360,D3Publisher,Shooter,2011,7,53276.0,53276.0,6.7,N/A
Eiyuu Densetsu: Sora no Kiseki FC Evolution (PSV),Eiyuu Densetsu: Sora no Kiseki FC Evolution,PSV,Kadokawa Shoten,Role-Playing,2015,6,20612.0,20612.0,,
Eiyuu Densetsu: Zero no Kiseki (PSP),Eiyuu Densetsu: Zero no Kiseki,PSP,Falcom Corporation,Role-Playing,2010,10,77041.0,77041.0,N/A,N/A
El Shaddai: Ascension of the Metatron (PS3),El Shaddai: Ascension of the Metatron,PS3,Ignition Entertainment,Action,2011,4,54388.0,54388.0,8.0,N/A
Elex (PS4),Elex,PS4,THQ Nordic,Role-Playing,2017,10,42623.0,42623.0,N/A,N/A
Elite: Dangerous (PS4),Elite: Dangerous,PS4,Frontier Developments,Simulation,2017,7,26214.0,26214.0,N/A,N/A
Empire: Total War (PC),Empire: Total War,PC,Sega,Strategy,2009,3,122721.0,122721.0,8.9,N/A
Enemy Territory: Quake Wars (X360),Enemy Territory: Quake Wars,X360,Activision,Shooter,2008,5,55352.0,55352.0,6.7,N/A
English Training: Have Fun Improving Your Skills! (DS),English Training: Have Fun Improving Your Skills!,DS,Nintendo,Misc,2006,1,252551.0,576091.0,N/A,N/A
Enslaved: Odyssey to the West (PS3),Enslaved: Odyssey to the West,PS3,Namco Bandai Games,Action,2010,10,42289.0,42289.0,7.9,N/A
Eternal Sonata (PS3),Eternal Sonata,PS3,Atari,Role-Playing,2008,9,34014.0,34014.0,8.3,N/A
Eternal Sonata (X360),Eternal Sonata,X360,Atari,Role-Playing,2007,6,47460.0,47460.0,7.9,N/A
Etrian Mystery Dungeon 2 (3DS),Etrian Mystery Dungeon 2,3DS,Atlus,Role-Playing,2017,9,28843.0,28843.0,N/A,N/A
Etrian Odyssey (DS),Etrian Odyssey,DS,Nintendo,Role-Playing,2007,1,33216.0,33216.0,7.4,N/A
Etrian Odyssey II: Heroes of Lagaard (DS),Etrian Odyssey II: Heroes of Lagaard,DS,Atlus,Role-Playing,2008,2,87792.0,87792.0,8.4,N/A
Etrian Odyssey III: The Drowned City (DS),Etrian Odyssey III: The Drowned City,DS,Atlus,Role-Playing,2010,4,90926.0,90926.0,7.3,N/A
Etrian Odyssey IV (3DS),Etrian Odyssey IV,3DS,Atlus,Role-Playing,2012,7,95865.0,95865.0,N/A,N/A
Etrian Odyssey V (3DS),Etrian Odyssey V,3DS,Atlus,Role-Playing,2016,8,90356.0,105826.0,N/A,N/A
Etrian Odyssey X (3DS),Etrian Odyssey X,3DS,Atlus,Role-Playing,2018,8,67875.0,67875.0,N/A,N/A
Etrian Odyssey x Mystery Dungeon (3DS),Etrian Odyssey x Mystery Dungeon,3DS,Atlus,Role-Playing,2015,3,67561.0,67561.0,,
Etrian Odyssey: Millennium Girl (3DS),Etrian Odyssey: Millennium Girl,3DS,Atlus,Role-Playing,2013,6,90297.0,90297.0,N/A,N/A
Ever Oasis (3DS),Ever Oasis,3DS,Nintendo,Role-Playing,2017,6,27803.0,73401.0,8.1,N/A
Everybody's Golf (PS4),Everybody's Golf,PS4,Sony Interactive Entertainment,Sports,2017,9,161420.0,231090.0,6.5,N/A
Evolve (PC),Evolve,PC,Take-Two Interactive,Shooter,2015,2,60748.0,60748.0,N/A,N/A
Evolve (PS4),Evolve,PS4,Take-Two Interactive,Shooter,2015,2,344435.0,510119.0,N/A,N/A
Evolve (XOne),Evolve,XOne,Take-Two Interactive,Shooter,2015,2,229795.0,291022.0,N/A,N/A
Extinction (PS4),Extinction,PS4,Maximum Games,Action,2018,4,17094.0,17094.0,N/A,N/A
Eyeshield 21: Max Devil Power (DS),Eyeshield 21: Max Devil Power,DS,Nintendo,Role-Playing,2006,2,39746.0,82165.0,N/A,N/A
F.E.A.R. (X360),F.E.A.R.,X360,Vivendi Games,Shooter,2006,11,37765.0,97067.0,7.9,N/A
F.E.A.R. 2: Project Origin (PS3),F.E.A.R. 2: Project Origin,PS3,CyberFront,Shooter,2009,2,73066.0,107847.0,8.2,N/A
F.E.A.R. 2: Project Origin (X360),F.E.A.R. 2: Project Origin,X360,CyberFront,Shooter,2009,2,110722.0,159344.0,7.9,N/A
F.E.A.R. 3 (PS3),F.E.A.R. 3,PS3,Warner Bros. Interactive Entertainment,Shooter,2011,6,57452.0,57452.0,7.8,N/A
F.E.A.R. 3 (X360),F.E.A.R. 3,X360,Warner Bros. Interactive Entertainment,Shooter,2011,6,86338.0,111516.0,7.8,N/A
F1 2009 (Wii),F1 2009,Wii,Codemasters,Racing,2009,11,70700.0,70700.0,6.8,N/A
F1 2010 (PS3),F1 2010,PS3,Codemasters,Racing,2010,9,276369.0,600844.0,8.0,N/A
F1 2010 (X360),F1 2010,X360,Codemasters,Racing,2010,9,201148.0,342681.0,8.4,N/A
F1 2011 (PS3),F1 2011,PS3,Codemasters,Racing,2011,9,160694.0,352353.0,8.4,N/A
F1 2011 (X360),F1 2011,X360,Codemasters,Racing,2011,9,116269.0,208084.0,8.5,N/A
F1 2012 (PS3),F1 2012,PS3,Codemasters,Racing,2012,9,118163.0,265238.0,7.9,N/A
F1 2012 (X360),F1 2012,X360,Codemasters,Racing,2012,9,74462.0,116341.0,8.5,N/A
F1 2013 (PS3),F1 2013,PS3,Codemasters,Action,2013,10,71683.0,146050.0,N/A,N/A
F1 2013 (X360),F1 2013,X360,Codemasters,Action,2013,10,42032.0,63668.0,N/A,N/A
F1 2015 (PS4),F1 2015,PS4,Codemasters,Racing,2015,7,156080.0,333895.0,N/A,N/A
F1 2015 (XOne),F1 2015,XOne,Codemasters,Racing,2015,7,51616.0,95186.0,N/A,N/A
F1 2016 (Codemasters) (PS4),F1 2016 (Codemasters),PS4,Codemasters,Racing,2016,8,100895.0,248467.0,,
F1 2016 (Codemasters) (XOne),F1 2016 (Codemasters),XOne,Codemasters,Racing,2016,8,36615.0,36615.0,,
F1 2017 (PS4),F1 2017,PS4,Koch Media,Racing,2017,8,121232.0,270679.0,N/A,N/A
F1 2017 (XOne),F1 2017,XOne,Koch Media,Racing,2017,8,35185.0,35185.0,N/A,N/A
F1 2018 (PS4),F1 2018,PS4,Codemasters,Racing,2018,8,135781.0,192268.0,N/A,N/A
F1 2018 (XOne),F1 2018,XOne,Codemasters,Racing,2018,8,34174.0,34174.0,N/A,N/A
FIFA 07 Soccer (PSP),FIFA 07 Soccer,PSP,Electronic Arts,Sports,2006,9,32904.0,216882.0,8.0,N/A
FIFA 13 (PSV),FIFA 13,PSV,Electronic Arts,Action,2012,9,27943.0,27943.0,N/A,N/A
FIFA 14 (PC),FIFA 14,PC,Electronic Arts,Sports,2013,9,26719.0,26719.0,N/A,N/A
FIFA 15 (PC),FIFA 15,PC,Electronic Arts,Sports,2014,9,35200.0,35200.0,7.0,N/A
FIFA 15 (PS3),FIFA 15,PS3,Electronic Arts,Sports,2014,9,1255471.0,2393873.0,6.9,N/A
FIFA 15 (PS4),FIFA 15,PS4,Electronic Arts,Sports,2014,9,2193273.0,3398231.0,8.1,N/A
FIFA 15 (PSV),FIFA 15,PSV,Electronic Arts,Sports,2014,9,35408.0,35408.0,N/A,N/A
FIFA 15 (X360),FIFA 15,X360,Electronic Arts,Sports,2014,9,889589.0,1530426.0,6.9,N/A
FIFA 15 (XOne),FIFA 15,XOne,Electronic Arts,Sports,2014,9,609038.0,892785.0,7.9,N/A
FIFA 16 (PC),FIFA 16,PC,Electronic Arts,Sports,2015,9,28389.0,28389.0,8.5,N/A
FIFA 16 (PS3),FIFA 16,PS3,Electronic Arts,Sports,2015,9,649154.0,1211074.0,9.0,N/A
FIFA 16 (PS4),FIFA 16,PS4,Electronic Arts,Sports,2015,9,2729975.0,4325803.0,8.5,N/A
FIFA 16 (X360),FIFA 16,X360,Electronic Arts,Sports,2015,9,416205.0,684696.0,9.0,N/A
FIFA 16 (XOne),FIFA 16,XOne,Electronic Arts,Sports,2015,9,919696.0,1465895.0,8.5,N/A
FIFA 17 (PC),FIFA 17,PC,Electronic Arts,Sports,2016,10,52982.0,52982.0,N/A,N/A
FIFA 17 (PS3),FIFA 17,PS3,Electronic Arts,Sports,2016,10,388641.0,588724.0,N/A,N/A
FIFA 17 (PS4),FIFA 17,PS4,Electronic Arts,Sports,2016,10,4471137.0,6261464.0,8.9,N/A
FIFA 17 (X360),FIFA 17,X360,Electronic Arts,Sports,2016,10,195413.0,280395.0,N/A,N/A
FIFA 17 (XOne),FIFA 17,XOne,Electronic Arts,Sports,2016,10,1251530.0,1900311.0,8.8,N/A
FIFA 18 (NS),FIFA 18,NS,Electronic Arts,Sports,2017,9,114405.0,200255.0,5.8,9.1
FIFA 18 (PC),FIFA 18,PC,Electronic Arts,Sports,2017,9,40936.0,40936.0,8.0,N/A
FIFA 18 (PS3),FIFA 18,PS3,Electronic Arts,Sports,2017,9,175773.0,227715.0,N/A,N/A
FIFA 18 (PS4),FIFA 18,PS4,Electronic Arts,Sports,2017,9,4325434.0,6977555.0,8.3,N/A
FIFA 18 (X360),FIFA 18,X360,Electronic Arts,Sports,2017,9,69115.0,95395.0,N/A,N/A
FIFA 18 (XOne),FIFA 18,XOne,Electronic Arts,Sports,2017,9,1034963.0,1636104.0,8.0,N/A
FIFA Soccer (PSP),FIFA Soccer,PSP,Electronic Arts,Sports,2005,4,14106.0,35526.0,7.9,N/A
FIFA Soccer 08 (PS3),FIFA Soccer 08,PS3,Electronic Arts,Sports,2007,9,126476.0,464822.0,8.5,N/A
FIFA Soccer 08 (PSP),FIFA Soccer 08,PSP,Electronic Arts,Sports,2007,9,31753.0,198905.0,7.9,N/A
FIFA Soccer 08 (X360),FIFA Soccer 08,X360,Electronic Arts,Sports,2007,9,127375.0,398214.0,N/A,N/A
FIFA Soccer 09 (PS3),FIFA Soccer 09,PS3,Electronic Arts,Sports,2008,10,330083.0,951770.0,8.6,N/A
FIFA Soccer 09 (PSP),FIFA Soccer 09,PSP,Electronic Arts,Sports,2008,10,49026.0,202404.0,8.1,N/A
FIFA Soccer 09 (X360),FIFA Soccer 09,X360,Electronic Arts,Sports,2008,10,264416.0,810374.0,8.7,N/A
FIFA Soccer 10 (PS3),FIFA Soccer 10,PS3,Electronic Arts,Sports,2009,10,687522.0,1498744.0,9.0,N/A
FIFA Soccer 10 (PSP),FIFA Soccer 10,PSP,Electronic Arts,Sports,2009,10,42381.0,84638.0,7.9,N/A
FIFA Soccer 10 (X360),FIFA Soccer 10,X360,Electronic Arts,Sports,2009,10,469026.0,1059320.0,8.9,N/A
FIFA Soccer 11 (PS3),FIFA Soccer 11,PS3,Electronic Arts,Sports,2010,10,1433769.0,2517182.0,8.7,N/A
FIFA Soccer 11 (PSP),FIFA Soccer 11,PSP,Electronic Arts,Sports,2010,10,54264.0,54264.0,7.0,N/A
FIFA Soccer 11 (Wii),FIFA Soccer 11,Wii,Electronic Arts,Sports,2010,10,48102.0,48102.0,7.0,N/A
FIFA Soccer 11 (X360),FIFA Soccer 11,X360,Electronic Arts,Sports,2010,10,836570.0,1555127.0,8.7,N/A
FIFA Soccer 12 (PS3),FIFA Soccer 12,PS3,Electronic Arts,Sports,2011,10,1823819.0,3136961.0,9.2,N/A
FIFA Soccer 12 (Wii),FIFA Soccer 12,Wii,Electronic Arts,Sports,2011,10,39072.0,39072.0,N/A,N/A
FIFA Soccer 12 (X360),FIFA Soccer 12,X360,Electronic Arts,Sports,2011,10,1179250.0,1936053.0,9.2,N/A
FIFA Soccer 13 (PC),FIFA Soccer 13,PC,Electronic Arts,Action,2012,9,49117.0,49117.0,,
FIFA Soccer 13 (PS3),FIFA Soccer 13,PS3,Electronic Arts,Action,2012,9,2764018.0,4431883.0,,
FIFA Soccer 13 (Wii),FIFA Soccer 13,Wii,Electronic Arts,Action,2012,9,50645.0,50645.0,,
FIFA Soccer 13 (X360),FIFA Soccer 13,X360,Electronic Arts,Action,2012,9,1756832.0,2800750.0,,
FIFA Soccer 14 (PS3),FIFA Soccer 14,PS3,Electronic Arts,Sports,2013,9,2351729.0,3854675.0,,
FIFA Soccer 14 (PS4),FIFA Soccer 14,PS4,Electronic Arts,Sports,2013,11,88839.0,990368.0,,
FIFA Soccer 14 (PSV),FIFA Soccer 14,PSV,Electronic Arts,Sports,2013,9,23760.0,23760.0,,
FIFA Soccer 14 (X360),FIFA Soccer 14,X360,Electronic Arts,Sports,2013,9,1526786.0,2418038.0,,
FIFA Soccer 14 (XOne),FIFA Soccer 14,XOne,Electronic Arts,Sports,2013,11,254082.0,254082.0,,
FIFA Street (PS3),FIFA Street,PS3,Electronic Arts,Sports,2012,3,212179.0,515277.0,N/A,N/A
FIFA Street (X360),FIFA Street,X360,Electronic Arts,Sports,2012,3,159769.0,352605.0,N/A,N/A
FIFA World Cup Germany 2006 (X360),FIFA World Cup Germany 2006,X360,Electronic Arts,Sports,2006,4,15807.0,54986.0,7.8,N/A
Fable Anniversary (X360),Fable Anniversary,X360,Microsoft Game Studios,Role-Playing,2014,2,129686.0,173651.0,N/A,N/A
Fable II (X360),Fable II,X360,Microsoft Game Studios,Role-Playing,2008,10,999689.0,1560655.0,7.8,N/A
Fable III (X360),Fable III,X360,Microsoft Game Studios,Role-Playing,2010,10,1122060.0,1694939.0,7.8,N/A
Fable: The Journey (X360),Fable: The Journey,X360,Microsoft Game Studios,Role-Playing,2012,10,37971.0,37971.0,N/A,N/A
Face Training (DS),Face Training,DS,Nintendo,Misc,2007,8,23361.0,23361.0,N/A,N/A
Fairy Fencer F (PS3),Fairy Fencer F,PS3,Idea Factory,Role-Playing,2013,10,39862.0,39862.0,N/A,N/A
Fairy Tail: Portable Guild (PSP),Fairy Tail: Portable Guild,PSP,Konami Digital Entertainment,Fighting,2010,6,35099.0,35099.0,N/A,N/A
Fallout 3 (PC),Fallout 3,PC,Bethesda Softworks,Role-Playing,2008,11,56207.0,56207.0,9.0,N/A
Fallout 3 (PS3),Fallout 3,PS3,Bethesda Softworks,Role-Playing,2008,11,316636.0,450758.0,8.8,N/A
Fallout 3 (X360),Fallout 3,X360,Bethesda Softworks,Role-Playing,2008,11,607298.0,1283321.0,9.0,8.6
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout (X360),Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,Bethesda Softworks,Role-Playing,2009,8,34629.0,34629.0,N/A,N/A
Fallout 4 (PC),Fallout 4,PC,Bethesda Softworks,Role-Playing,2015,11,369418.0,448519.0,9.0,N/A
Fallout 4 (PS4),Fallout 4,PS4,Bethesda Softworks,Role-Playing,2015,11,2614346.0,5022020.0,8.6,N/A
Fallout 4 (XOne),Fallout 4,XOne,Bethesda Softworks,Role-Playing,2015,11,1543353.0,2957830.0,8.4,N/A
Fallout: New Vegas (PC),Fallout: New Vegas,PC,Bethesda Softworks,Role-Playing,2010,10,143153.0,143153.0,8.3,N/A
Fallout: New Vegas (PS3),Fallout: New Vegas,PS3,Bethesda Softworks,Role-Playing,2010,10,486982.0,785405.0,8.2,N/A
Fallout: New Vegas (X360),Fallout: New Vegas,X360,Bethesda Softworks,Role-Playing,2010,10,815873.0,1427170.0,8.2,N/A
Famista Returns (3DS),Famista Returns,3DS,Namco Bandai Games,Action,2015,10,25473.0,25473.0,N/A,N/A
Fantasy Life (3DS),Fantasy Life,3DS,Unknown,Role-Playing,2012,12,125948.0,218057.0,6.9,N/A
Far Cry 2 (PC),Far Cry 2,PC,Ubisoft,Shooter,2008,10,72260.0,72260.0,8.4,N/A
Far Cry 2 (PS3),Far Cry 2,PS3,Ubisoft,Shooter,2008,10,178472.0,282875.0,8.4,N/A
Far Cry 2 (X360),Far Cry 2,X360,Ubisoft,Shooter,2008,10,230838.0,344910.0,8.5,N/A
Far Cry 3 (PS3),Far Cry 3,PS3,Ubisoft,Shooter,2012,12,225903.0,1505260.0,N/A,N/A
Far Cry 3 (X360),Far Cry 3,X360,Ubisoft,Shooter,2012,12,172136.0,1621274.0,N/A,N/A
Far Cry 4 (PC),Far Cry 4,PC,Ubisoft,Shooter,2014,11,122953.0,122953.0,8.5,N/A
Far Cry 4 (PS3),Far Cry 4,PS3,Ubisoft,Shooter,2014,11,167312.0,167312.0,N/A,N/A
Far Cry 4 (PS4),Far Cry 4,PS4,Ubisoft,Shooter,2014,11,906672.0,2393004.0,8.4,N/A
Far Cry 4 (X360),Far Cry 4,X360,Ubisoft,Shooter,2014,11,133862.0,133862.0,N/A,N/A
Far Cry 4 (XOne),Far Cry 4,XOne,Ubisoft,Shooter,2014,11,300096.0,460254.0,8.5,N/A
Far Cry 5 (PS4),Far Cry 5,PS4,Ubisoft,Action,2018,3,1703968.0,2960915.0,7.9,N/A
Far Cry 5 (XOne),Far Cry 5,XOne,Ubisoft,Action,2018,3,715186.0,1274152.0,7.2,N/A
Far Cry Instincts Predator (X360),Far Cry Instincts Predator,X360,Ubisoft,Shooter,2006,4,43194.0,72579.0,8.0,N/A
Far Cry: Primal (PC),Far Cry: Primal,PC,Ubisoft,Action,2016,3,37348.0,59632.0,8.0,N/A
Far Cry: Primal (PS4),Far Cry: Primal,PS4,Ubisoft,Action,2016,2,806306.0,1582322.0,7.2,N/A
Far Cry: Primal (XOne),Far Cry: Primal,XOne,Ubisoft,Action,2016,2,351527.0,642108.0,7.8,N/A
Farming Simulator 17 (PC),Farming Simulator 17,PC,FuRyu Corporation,Simulation,2016,10,381294.0,507113.0,N/A,N/A
Farming Simulator 17 (PS4),Farming Simulator 17,PS4,FuRyu Corporation,Simulation,2016,10,187272.0,243449.0,N/A,N/A
Farming Simulator 17 (XOne),Farming Simulator 17,XOne,FuRyu Corporation,Simulation,2016,10,59927.0,59927.0,N/A,N/A
Farming Simulator 2013 (PC),Farming Simulator 2013,PC,Focus Home Interactive,Action,2012,10,186091.0,294359.0,N/A,N/A
Farming Simulator 2015 (PC),Farming Simulator 2015,PC,Focus Home Interactive,Simulation,2014,11,210919.0,287284.0,N/A,N/A
Farming Simulator 2015 (PS3),Farming Simulator 2015,PS3,Koch Media,Simulation,2015,5,42290.0,78079.0,N/A,N/A
Farming Simulator 2015 (PS4),Farming Simulator 2015,PS4,Koch Media,Simulation,2015,5,49348.0,105506.0,N/A,N/A
Farpoint (PS4),Farpoint,PS4,Sony Interactive Entertainment,Shooter,2017,5,68637.0,134677.0,N/A,N/A
Fatal Frame Wii U (WiiU),Fatal Frame Wii U,WiiU,Nintendo,Action,2014,9,29127.0,29127.0,,
Fate/Extella Link (PS4),Fate/Extella Link,PS4,Marvelous,Action,2018,6,81581.0,81581.0,N/A,N/A
Fate/Extella Link (PSV),Fate/Extella Link,PSV,Marvelous,Action,2018,6,39089.0,39089.0,N/A,N/A
Fate/Extella: The Umbral Star (NS),Fate/Extella: The Umbral Star,NS,Xseed Games,Action,2017,7,16706.0,16706.0,8.0,N/A
Fate/Extella: The Umbral Star (PS4),Fate/Extella: The Umbral Star,PS4,Marvelous Interactive,Action,2016,11,91687.0,91687.0,N/A,N/A
Fate/Extella: The Umbral Star (PSV),Fate/Extella: The Umbral Star,PSV,Marvelous Interactive,Action,2016,11,73970.0,73970.0,N/A,N/A
Fate/Extra (PSP),Fate/Extra,PSP,Marvelous Interactive,Role-Playing,2010,7,238572.0,238572.0,N/A,N/A
Fate/Extra CCC (PSP),Fate/Extra CCC,PSP,Marvelous Entertainment,Role-Playing,2013,3,72776.0,72776.0,N/A,N/A
Fate/Tiger Colosseum (PSP),Fate/Tiger Colosseum,PSP,Capcom,Fighting,2007,9,55253.0,55253.0,N/A,N/A
Fate/Unlimited Codes Portable (PSP),Fate/Unlimited Codes Portable,PSP,Capcom,Fighting,2009,6,32550.0,32550.0,7.6,N/A
Feel the Magic XY/XX (DS),Feel the Magic XY/XX,DS,Sega,Puzzle,2004,11,14727.0,122657.0,7.7,N/A
Field Commander (PSP),Field Commander,PSP,Sony Online Entertainment,Strategy,2006,5,23327.0,37794.0,7.7,N/A
Fight Night Champion (PS3),Fight Night Champion,PS3,Electronic Arts,Fighting,2011,3,125072.0,177251.0,8.4,N/A
Fight Night Champion (X360),Fight Night Champion,X360,Electronic Arts,Fighting,2011,3,146369.0,190504.0,8.4,N/A
Fight Night Round 3 (PSP),Fight Night Round 3,PSP,Electronic Arts,Fighting,2006,2,24158.0,61339.0,7.2,N/A
Fight Night Round 3 (X360),Fight Night Round 3,X360,Electronic Arts,Fighting,2006,2,122424.0,296079.0,8.6,N/A
Fight Night Round 4 (PS3),Fight Night Round 4,PS3,Electronic Arts,Fighting,2009,6,214944.0,546292.0,8.6,N/A
Fight Night Round 4 (X360),Fight Night Round 4,X360,Electronic Arts,Fighting,2009,6,328864.0,703541.0,8.7,N/A
Final Fantasy Anniversary Edition (PSP),Final Fantasy Anniversary Edition,PSP,Square Enix,Role-Playing,2007,4,51664.0,75475.0,7.4,N/A
Final Fantasy Crystal Chronicles: Echoes of Time (DS),Final Fantasy Crystal Chronicles: Echoes of Time,DS,Square Enix,Role-Playing,2009,1,118927.0,156443.0,7.7,N/A
Final Fantasy Crystal Chronicles: Ring of Fates (DS),Final Fantasy Crystal Chronicles: Ring of Fates,DS,Square Enix,Role-Playing,2007,8,196120.0,310881.0,7.7,N/A
Final Fantasy Explorers (3DS),Final Fantasy Explorers,3DS,Square Enix,Role-Playing,2014,12,163305.0,163305.0,7.3,N/A
