Name_Console,Name,Platform,Publisher,Genre,Release_Year,Release_Month,First_Week,Total_Sales,Critic_Score,User_Score
Dead Rising 4 (XOne),Dead Rising 4,XOne,Microsoft Game Studios,Action,2016,12,251999.0,251999.0,N/A,N/A
Dead Space (PS3),Dead Space,PS3,Electronic Arts,Action,2008,10,104315.0,210371.0,8.9,N/A
Dead Space (X360),Dead Space,X360,Electronic Arts,Action,2008,10,161511.0,340390.0,9.1,N/A
Dead Space 2 (PS3),Dead Space 2,PS3,Electronic Arts,Shooter,2011,1,295335.0,688595.0,9.0,N/A
Dead Space 2 (X360),Dead Space 2,X360,Electronic Arts,Shooter,2011,1,349056.0,807362.0,9.1,N/A
Dead Space 3 (PS3),Dead Space 3,PS3,Electronic Arts,Shooter,2013,2,256996.0,428312.0,N/A,N/A
Dead Space 3 (X360),Dead Space 3,X360,Electronic Arts,Shooter,2013,2,377656.0,572272.0,N/A,N/A
Dead by Daylight (PS4),Dead by Daylight,PS4,505 Games,Action,2017,6,21964.0,21964.0,N/A,N/A
Dead or Alive 4 (X360),Dead or Alive 4,X360,Tecmo Koei,Fighting,2005,12,80473.0,195964.0,8.6,N/A
Dead or Alive 5 (PS3),Dead or Alive 5,PS3,Tecmo Koei,Fighting,2012,9,139352.0,166212.0,7.6,N/A
Dead or Alive 5 (X360),Dead or Alive 5,X360,Ubisoft Annecy,Fighting,2012,9,26206.0,26206.0,7.6,N/A
Dead or Alive 5: Last Round (PS4),Dead or Alive 5: Last Round,PS4,Tecmo Koei,Fighting,2015,2,65272.0,65272.0,5.3,N/A
Dead or Alive Paradise (PSP),Dead or Alive Paradise,PSP,Tecmo Koei,Misc,2010,4,39422.0,39422.0,4.5,N/A
Dead or Alive Xtreme 3: Fortune (PS4),Dead or Alive Xtreme 3: Fortune,PS4,Tecmo Koei,Sports,2016,3,40632.0,40632.0,N/A,N/A
Dead or Alive: Dimensions (3DS),Dead or Alive: Dimensions,3DS,Ubisoft Annecy,Fighting,2011,5,31275.0,31275.0,7.8,N/A
Dead to Rights: Reckoning (PSP),Dead to Rights: Reckoning,PSP,Electronic Arts,Shooter,2005,7,18728.0,52665.0,5.2,N/A
Deadpool (PS3),Deadpool,PS3,Activision,Action,2013,6,50272.0,69993.0,N/A,N/A
Deadpool (X360),Deadpool,X360,Activision,Action,2013,6,49430.0,49430.0,N/A,N/A
Death Jr. (PSP),Death Jr.,PSP,Konami Digital Entertainment,Platform,2005,8,23352.0,47555.0,5.9,N/A
DeathSmiles (X360),DeathSmiles,X360,Aksys Games,Shooter,2010,7,79239.0,79239.0,8.0,N/A
Deca Sports (Wii),Deca Sports,Wii,Hudson Soft,Sports,2008,3,65577.0,65577.0,5.3,N/A
Def Jam Icon (PS3),Def Jam Icon,PS3,Electronic Arts,Action,2007,3,32674.0,32674.0,6.6,N/A
Def Jam Icon (X360),Def Jam Icon,X360,Electronic Arts,Action,2007,3,99536.0,134188.0,6.3,N/A
Defiance (PC),Defiance,PC,Trion Worlds,Action,2013,4,52584.0,52584.0,N/A,N/A
Defiance (PS3),Defiance,PS3,Trion Worlds,Action,2013,4,66910.0,91115.0,N/A,N/A
Defiance (X360),Defiance,X360,Trion Worlds,Action,2013,4,169934.0,269933.0,N/A,N/A
Deformers (PS4),Deformers,PS4,Ready at Dawn,Action,2017,4,18310.0,18310.0,N/A,N/A
Demon Gaze (PSV),Demon Gaze,PSV,Kadokawa Games,Role-Playing,2013,1,25592.0,25592.0,N/A,N/A
Demon's Souls (PS3),Demon's Souls,PS3,Namco Bandai Games,Role-Playing,2009,2,38966.0,38966.0,9.1,9.5
Densetsu no Stafi 4 (DS),Densetsu no Stafi 4,DS,Nintendo,Platform,2006,4,52468.0,117856.0,N/A,N/A
Derby Stallion DS (DS),Derby Stallion DS,DS,Enterbrain,Sports,2008,6,172224.0,172224.0,N/A,N/A
Derby Stallion P (PSP),Derby Stallion P,PSP,Enterbrain,Sports,2006,7,61057.0,61057.0,N/A,N/A
Derby Time 2006 (PSP),Derby Time 2006,PSP,Sony Computer Entertainment,Sports,2006,3,9106.0,9106.0,N/A,N/A
Destiny (PS3),Destiny,PS3,Activision,Action,2014,9,369213.0,680024.0,N/A,N/A
Destiny (PS4),Destiny,PS4,Activision,Action,2014,9,2139755.0,3212372.0,N/A,N/A
Destiny (X360),Destiny,X360,Activision,Action,2014,9,539068.0,921350.0,N/A,N/A
Destiny (XOne),Destiny,XOne,Activision,Action,2014,9,1210103.0,1799920.0,8.3,N/A
Destiny 2 (PC),Destiny 2,PC,Activision,Shooter,2017,10,76888.0,76888.0,N/A,N/A
Destiny 2 (PS4),Destiny 2,PS4,Activision,Shooter,2017,9,1265071.0,2349226.0,N/A,N/A
Destiny 2 (XOne),Destiny 2,XOne,Activision,Shooter,2017,9,644201.0,1157272.0,N/A,N/A
Destiny: The Collection (PS4),Destiny: The Collection,PS4,Activision,Shooter,2016,9,39481.0,59886.0,N/A,N/A
Destiny: The Collection (XOne),Destiny: The Collection,XOne,Activision,Shooter,2016,9,23985.0,23985.0,N/A,N/A
Destiny: The Taken King (PS3),Destiny: The Taken King,PS3,Activision,Shooter,2015,9,24342.0,24342.0,N/A,N/A
Destiny: The Taken King (PS4),Destiny: The Taken King,PS4,Activision,Shooter,2015,9,326162.0,746689.0,N/A,N/A
Destiny: The Taken King (X360),Destiny: The Taken King,X360,Activision,Shooter,2015,9,37866.0,37866.0,N/A,N/A
Destiny: The Taken King (XOne),Destiny: The Taken King,XOne,Activision,Shooter,2015,9,178227.0,395046.0,N/A,N/A
Detroit: Become Human (PS4),Detroit: Become Human,PS4,Sony Interactive Entertainment,Adventure,2018,5,407765.0,814777.0,8.0,N/A
Deus Ex: Human Revolution (PC),Deus Ex: Human Revolution,PC,Square Enix,Shooter,2011,8,82660.0,119562.0,8.7,N/A
Deus Ex: Human Revolution (PS3),Deus Ex: Human Revolution,PS3,Square Enix,Shooter,2011,8,229631.0,476153.0,8.8,N/A
Deus Ex: Human Revolution (X360),Deus Ex: Human Revolution,X360,Square Enix,Shooter,2011,8,336903.0,657338.0,8.8,N/A
Deus Ex: Mankind Divided (PS4),Deus Ex: Mankind Divided,PS4,Square Enix,Role-Playing,2016,8,198554.0,305722.0,N/A,N/A
Deus Ex: Mankind Divided (XOne),Deus Ex: Mankind Divided,XOne,Square Enix,Role-Playing,2016,8,95813.0,117227.0,N/A,N/A
Devil May Cry 4 (PS3),Devil May Cry 4,PS3,Capcom,Action,2008,2,208837.0,962563.0,8.2,8.2
Devil May Cry 4 (PS4),Devil May Cry 4,PS4,Capcom,Action,2015,6,34297.0,34297.0,N/A,N/A
Devil May Cry 4 (X360),Devil May Cry 4,X360,Capcom,Action,2008,2,182125.0,811783.0,8.5,N/A
Devil May Cry HD Collection (PS3),Devil May Cry HD Collection,PS3,Capcom,Action,2012,3,44221.0,119302.0,N/A,N/A
Devil May Cry HD Collection (PS4),Devil May Cry HD Collection,PS4,Capcom,Action,2018,3,43957.0,43957.0,N/A,N/A
Devil Summoner: Soul Hackers (3DS),Devil Summoner: Soul Hackers,3DS,Atlus,Role-Playing,2012,9,71231.0,71231.0,N/A,N/A
DiRT (PS3),DiRT,PS3,Codemasters,Racing,2007,9,47376.0,87467.0,9.0,N/A
DiRT (X360),DiRT,X360,Codemasters,Racing,2007,6,19370.0,165013.0,8.4,N/A
DiRT 2 (PS3),DiRT 2,PS3,Codemasters,Racing,2009,9,121549.0,256004.0,8.8,N/A
DiRT 2 (X360),DiRT 2,X360,Codemasters,Racing,2009,9,142219.0,266613.0,8.8,N/A
DiRT 3 (PS3),DiRT 3,PS3,Codemasters,Racing,2011,5,91252.0,202350.0,9.0,N/A
DiRT 3 (X360),DiRT 3,X360,Codemasters,Racing,2011,5,91106.0,173421.0,9.1,N/A
DiRT 4 (PS4),DiRT 4,PS4,Codemasters,Racing,2017,6,67587.0,109769.0,N/A,N/A
DiRT 4 (XOne),DiRT 4,XOne,Codemasters,Racing,2017,6,27469.0,27469.0,N/A,N/A
DiRT Rally (PS4),DiRT Rally,PS4,Codemasters,Racing,2016,4,124171.0,217745.0,N/A,N/A
DiRT Rally (XOne),DiRT Rally,XOne,Codemasters,Racing,2016,4,51053.0,51053.0,N/A,N/A
Diablo III (PC),Diablo III,PC,Activision,Role-Playing,2012,5,1583426.0,2227778.0,9.0,N/A
Diablo III (PS3),Diablo III,PS3,Activision,Role-Playing,2013,9,252681.0,492186.0,N/A,N/A
Diablo III (X360),Diablo III,X360,Activision,Role-Playing,2013,9,264976.0,443619.0,N/A,N/A
Diablo III: Ultimate Evil Edition (PS4),Diablo III: Ultimate Evil Edition,PS4,Activision,Role-Playing,2014,8,265667.0,417880.0,,
Diablo III: Ultimate Evil Edition (XOne),Diablo III: Ultimate Evil Edition,XOne,Activision,Role-Playing,2014,8,98409.0,126969.0,,
Diddy Kong Racing DS (DS),Diddy Kong Racing DS,DS,Nintendo,Racing,2007,2,99385.0,387167.0,5.9,N/A
Digimon Adventure (PSP),Digimon Adventure,PSP,Namco Bandai Games,Role-Playing,2013,1,47036.0,47036.0,N/A,N/A
Digimon Story: Cyber Sleuth (PS4),Digimon Story: Cyber Sleuth,PS4,Namco Bandai Games,Role-Playing,2016,2,43904.0,43904.0,N/A,N/A
Digimon Story: Cyber Sleuth (PSV),Digimon Story: Cyber Sleuth,PSV,Namco Bandai Games,Role-Playing,2015,3,69432.0,69432.0,N/A,N/A
Digimon Story: Lost Evolution (DS),Digimon Story: Lost Evolution,DS,Namco Bandai Games,Role-Playing,2010,7,35638.0,35638.0,N/A,N/A
Digimon World Re:Digitize (PSP),Digimon World Re:Digitize,PSP,Namco Bandai Games,Role-Playing,2012,7,81703.0,112432.0,N/A,N/A
Digimon World Re:Digitize Decode (3DS),Digimon World Re:Digitize Decode,3DS,Namco Bandai Games,Role-Playing,2013,6,35265.0,35265.0,N/A,N/A
Digimon World: Dawn / Dusk (DS),Digimon World: Dawn / Dusk,DS,Namco Bandai Games,Role-Playing,2007,3,77666.0,103702.0,N/A,N/A
Digimon World: Next Order (PS4),Digimon World: Next Order,PS4,Namco Bandai Games,Role-Playing,2017,1,26949.0,100267.0,N/A,N/A
Digimon World: Next Order (PSV),Digimon World: Next Order,PSV,Namco Bandai Games,Action,2016,3,60034.0,60034.0,N/A,N/A
Disgaea 2: Dark Hero Days (PSP),Disgaea 2: Dark Hero Days,PSP,Nippon Ichi Software,Role-Playing,2009,3,38212.0,38212.0,8.1,N/A
Disgaea 3: Absence of Justice (PS3),Disgaea 3: Absence of Justice,PS3,Square Enix,Role-Playing,2008,2,58013.0,58013.0,7.8,N/A
Disgaea 4: A Promise Unforgotten (PS3),Disgaea 4: A Promise Unforgotten,PS3,Nippon Ichi Software,Role-Playing,2011,2,78353.0,78353.0,7.9,N/A
Disgaea D2 (PS3),Disgaea D2,PS3,Nippon Ichi Software,Action,2013,3,54880.0,54880.0,N/A,N/A
Dishonored (PC),Dishonored,PC,Bethesda Softworks,Shooter,2012,10,92076.0,125296.0,N/A,N/A
Dishonored (PS3),Dishonored,PS3,Bethesda Softworks,Shooter,2012,10,295890.0,459074.0,N/A,N/A
Dishonored (PS4),Dishonored,PS4,Bethesda Softworks,Action,2015,8,31041.0,31041.0,N/A,N/A
Dishonored (X360),Dishonored,X360,Bethesda Softworks,Shooter,2012,10,390824.0,586523.0,N/A,N/A
Dishonored 2 (PC),Dishonored 2,PC,Bethesda Softworks,Action,2016,11,60347.0,60347.0,N/A,N/A
Dishonored 2 (PS4),Dishonored 2,PS4,Bethesda Softworks,Action,2016,11,311924.0,1103321.0,N/A,N/A
Dishonored 2 (XOne),Dishonored 2,XOne,Bethesda Softworks,Action,2016,11,113479.0,113479.0,N/A,N/A
Dishonored: Death of the Outsider (PS4),Dishonored: Death of the Outsider,PS4,Bethesda Softworks,Action,2017,9,52400.0,74931.0,N/A,N/A
Dishonored: Death of the Outsider (XOne),Dishonored: Death of the Outsider,XOne,Bethesda Softworks,Action,2017,9,24513.0,24513.0,N/A,N/A
Disney Epic Mickey (Wii),Disney Epic Mickey,Wii,Disney Interactive Studios,Platform,2010,12,294814.0,1570313.0,7.0,N/A
Disney Epic Mickey 2: The Power of Two (Wii),Disney Epic Mickey 2: The Power of Two,Wii,Disney Interactive Studios,Action,2012,11,145530.0,145530.0,N/A,N/A
Disney Infinity (3DS),Disney Infinity,3DS,Disney Interactive Studios,Action,2013,8,19570.0,19570.0,N/A,N/A
Disney Infinity (PS3),Disney Infinity,PS3,Disney Interactive Studios,Action,2013,8,85031.0,114250.0,N/A,N/A
Disney Infinity (Wii),Disney Infinity,Wii,Disney Interactive Studios,Action,2013,8,104214.0,192355.0,N/A,N/A
Disney Infinity (WiiU),Disney Infinity,WiiU,Disney Interactive Studios,Action,2013,8,44871.0,44871.0,N/A,N/A
Disney Infinity (X360),Disney Infinity,X360,Disney Interactive Studios,Action,2013,8,119714.0,203350.0,N/A,N/A
Disney Infinity 2.0: Marvel Super Heroes (PS3),Disney Infinity 2.0: Marvel Super Heroes,PS3,Disney Interactive Studios,Action,2014,9,19664.0,101398.0,N/A,N/A
Disney Infinity 2.0: Marvel Super Heroes (X360),Disney Infinity 2.0: Marvel Super Heroes,X360,Disney Interactive Studios,Action,2014,9,17509.0,129607.0,N/A,N/A
Disney Infinity 3.0 (PS4),Disney Infinity 3.0,PS4,Disney Interactive Studios,Action,2015,8,21826.0,106342.0,N/A,N/A
Disney Magic Castle: My Happy Life (3DS),Disney Magic Castle: My Happy Life,3DS,Namco Bandai Games,Misc,2013,8,114277.0,223571.0,7.9,N/A
Disney Magic World 2 (3DS),Disney Magic World 2,3DS,Namco Bandai Games,Action,2015,11,73737.0,73737.0,7.5,N/A
Dissidia 012: Duodecim Final Fantasy (PSP),Dissidia 012: Duodecim Final Fantasy,PSP,Square Enix,Fighting,2011,3,282992.0,515305.0,8.3,N/A
Dissidia Final Fantasy NT (PS4),Dissidia Final Fantasy NT,PS4,Square Enix,Fighting,2018,1,106555.0,324283.0,N/A,N/A
Dissidia: Final Fantasy (PSP),Dissidia: Final Fantasy,PSP,Square Enix,Fighting,2008,12,503401.0,808607.0,8.1,10.0
DmC: Definitive Edition (PS4),DmC: Definitive Edition,PS4,Capcom,Action,2015,3,51794.0,51794.0,,
DmC: Definitive Edition (XOne),DmC: Definitive Edition,XOne,Capcom,Action,2015,3,26498.0,26498.0,,
DmC: Devil May Cry (PS3),DmC: Devil May Cry,PS3,Capcom,Action,2013,1,286977.0,399452.0,,
DmC: Devil May Cry (X360),DmC: Devil May Cry,X360,Capcom,Action,2013,1,138175.0,172044.0,,
Doko Demo Issho (PSP),Doko Demo Issho,PSP,Sony Computer Entertainment,Misc,2004,12,18882.0,66153.0,N/A,N/A
Doko Demo Issho: Let's Gakkou! (PSP),Doko Demo Issho: Let's Gakkou!,PSP,Sony Computer Entertainment,Misc,2006,6,17228.0,17228.0,N/A,N/A
Don King Presents: Prizefighter (X360),Don King Presents: Prizefighter,X360,Take-Two Interactive,Sports,2008,6,41483.0,41483.0,4.0,N/A
Donkey Kong Barrel Blast (Wii),Donkey Kong Barrel Blast,Wii,Nintendo,Racing,2007,6,27882.0,27882.0,4.8,N/A
Donkey Kong Country Returns (Wii),Donkey Kong Country Returns,Wii,Nintendo,Platform,2010,11,541360.0,3596320.0,8.6,N/A
Donkey Kong Country Returns 3D (3DS),Donkey Kong Country Returns 3D,3DS,Nintendo,Platform,2013,5,126505.0,526924.0,8.6,N/A
Donkey Kong Country: Tropical Freeze (NS),Donkey Kong Country: Tropical Freeze,NS,Nintendo,Platform,2018,5,333649.0,720525.0,9.1,9.1
Donkey Kong Country: Tropical Freeze (WiiU),Donkey Kong Country: Tropical Freeze,WiiU,Nintendo,Platform,2014,2,38265.0,394992.0,8.8,9.1
Donkey Kong Jungle Climber (DS),Donkey Kong Jungle Climber,DS,Nintendo,Platform,2007,8,43319.0,90119.0,7.8,N/A
Doom (2016) (NS),Doom (2016),NS,Bethesda Softworks,Shooter,2017,11,80897.0,80897.0,8.2,9.1
Doom (PS4),Doom,PS4,Bethesda Softworks,Shooter,2016,5,432782.0,871705.0,N/A,N/A
Doom (XOne),Doom,XOne,Bethesda Softworks,Shooter,2016,5,205127.0,400075.0,N/A,N/A
Doom 3 BFG Edition (PS3),Doom 3 BFG Edition,PS3,Bethesda Softworks,Shooter,2012,10,73084.0,73084.0,N/A,N/A
Doom 3 BFG Edition (X360),Doom 3 BFG Edition,X360,Bethesda Softworks,Shooter,2012,10,81142.0,81142.0,N/A,N/A
Doom 4 (PC),Doom 4,PC,Bethesda Softworks,Shooter,2016,5,57868.0,79753.0,,
Doraemon: Nobita no Kyouryuu 2006 DS (DS),Doraemon: Nobita no Kyouryuu 2006 DS,DS,Sega,Role-Playing,2006,3,17245.0,17245.0,N/A,N/A
Doubutsu no Mori: Happy Home Designer (3DS),Doubutsu no Mori: Happy Home Designer,3DS,Nintendo,Action,2015,8,521700.0,996716.0,,
Dragon Age II (PC),Dragon Age II,PC,Electronic Arts,Role-Playing,2011,3,145267.0,183320.0,7.9,N/A
Dragon Age II (PS3),Dragon Age II,PS3,Electronic Arts,Role-Playing,2011,3,163074.0,224606.0,7.7,N/A
Dragon Age II (X360),Dragon Age II,X360,Electronic Arts,Role-Playing,2011,3,380274.0,564882.0,8.0,N/A
Dragon Age Origins: Awakening (PS3),Dragon Age Origins: Awakening,PS3,Electronic Arts,Role-Playing,2010,3,44252.0,44252.0,8.3,N/A
Dragon Age Origins: Awakening (X360),Dragon Age Origins: Awakening,X360,Electronic Arts,Role-Playing,2010,3,83566.0,83566.0,8.3,N/A
Dragon Age: Inquisition (PC),Dragon Age: Inquisition,PC,Electronic Arts,Role-Playing,2014,11,159122.0,159122.0,N/A,N/A
Dragon Age: Inquisition (PS3),Dragon Age: Inquisition,PS3,Electronic Arts,Role-Playing,2014,11,111205.0,111205.0,N/A,N/A
Dragon Age: Inquisition (PS4),Dragon Age: Inquisition,PS4,Electronic Arts,Role-Playing,2014,11,398324.0,897750.0,N/A,N/A
Dragon Age: Inquisition (X360),Dragon Age: Inquisition,X360,Electronic Arts,Role-Playing,2014,11,119084.0,119084.0,N/A,N/A
Dragon Age: Inquisition (XOne),Dragon Age: Inquisition,XOne,Electronic Arts,Role-Playing,2014,11,197371.0,197371.0,N/A,N/A
Dragon Age: Origins (PC),Dragon Age: Origins,PC,Electronic Arts,Role-Playing,2009,11,45101.0,45101.0,9.1,N/A
Dragon Age: Origins (PS3),Dragon Age: Origins,PS3,Electronic Arts,Role-Playing,2009,11,116134.0,253956.0,8.7,N/A
Dragon Age: Origins (X360),Dragon Age: Origins,X360,Electronic Arts,Role-Playing,2009,11,319373.0,938292.0,8.5,N/A
Dragon Ball Fighter Z (PS4),Dragon Ball Fighter Z,PS4,Namco Bandai Games,Fighting,2018,1,417775.0,943584.0,N/A,N/A
Dragon Ball Fighter Z (XOne),Dragon Ball Fighter Z,XOne,Namco Bandai Games,Fighting,2018,1,137306.0,217748.0,N/A,N/A
Dragon Ball Heroes: Ultimate Mission (3DS),Dragon Ball Heroes: Ultimate Mission,3DS,Namco Bandai Games,Misc,2013,3,89926.0,89926.0,N/A,N/A
Dragon Ball Heroes: Ultimate Mission 2 (3DS),Dragon Ball Heroes: Ultimate Mission 2,3DS,Namco Bandai Games,Strategy,2014,8,78188.0,106730.0,N/A,N/A
Dragon Ball Heroes: Ultimate Mission X (3DS),Dragon Ball Heroes: Ultimate Mission X,3DS,Namco Bandai Games,Misc,2017,4,96780.0,129109.0,N/A,N/A
Dragon Ball Z: Attack of the Saiyans (DS),Dragon Ball Z: Attack of the Saiyans,DS,Namco Bandai Games,Role-Playing,2009,5,87842.0,129699.0,7.2,N/A
Dragon Ball Z: Battle of Z (PS3),Dragon Ball Z: Battle of Z,PS3,Namco Bandai Games,Fighting,2014,1,69339.0,106450.0,N/A,N/A
Dragon Ball Z: Battle of Z (PSV),Dragon Ball Z: Battle of Z,PSV,Namco Bandai Games,Fighting,2014,1,33991.0,33991.0,N/A,N/A
Dragon Ball Z: Budokai Tenkaichi 3 (Wii),Dragon Ball Z: Budokai Tenkaichi 3,Wii,Atari,Fighting,2007,1,187839.0,187839.0,7.5,8.6
Dragon Ball Z: Burst Limit (PS3),Dragon Ball Z: Burst Limit,PS3,Atari,Fighting,2008,6,131001.0,275185.0,7.3,N/A
Dragon Ball Z: Extreme Butouden (3DS),Dragon Ball Z: Extreme Butouden,3DS,Namco Bandai Games,Action,2015,6,72765.0,72765.0,,
Dragon Ball Z: Shin Budokai (PSP),Dragon Ball Z: Shin Budokai,PSP,Atari,Fighting,2006,3,15626.0,27620.0,7.4,N/A
Dragon Ball Z: Supersonic Warriors 2 (DS),Dragon Ball Z: Supersonic Warriors 2,DS,Atari,Fighting,2005,12,38419.0,241123.0,N/A,N/A
Dragon Ball Z: Ultimate Tenkaichi (PS3),Dragon Ball Z: Ultimate Tenkaichi,PS3,Namco Bandai Games,Fighting,2011,10,73570.0,73570.0,5.0,N/A
Dragon Ball Z: Ultimate Tenkaichi (X360),Dragon Ball Z: Ultimate Tenkaichi,X360,Namco Bandai Games,Fighting,2011,10,82407.0,82407.0,6.0,N/A
Dragon Ball: Fusions (3DS),Dragon Ball: Fusions,3DS,Namco Bandai Games,Role-Playing,2016,8,79159.0,127527.0,6.3,N/A
Dragon Ball: Origins (JP & incomplete US sales) (DS),Dragon Ball: Origins (JP & incomplete US sales),DS,Atari,Adventure,2008,9,80012.0,80012.0,N/A,N/A
Dragon Ball: Raging Blast (PS3),Dragon Ball: Raging Blast,PS3,Namco Bandai Games,Fighting,2009,11,137294.0,137294.0,6.0,N/A
Dragon Ball: Xenoverse (PS3),Dragon Ball: Xenoverse,PS3,Namco Bandai Games,Fighting,2015,2,42404.0,177715.0,N/A,N/A
Dragon Ball: Xenoverse (PS4),Dragon Ball: Xenoverse,PS4,Namco Bandai Games,Fighting,2015,2,32554.0,380479.0,7.1,N/A
Dragon Ball: Xenoverse (X360),Dragon Ball: Xenoverse,X360,Namco Bandai Games,Fighting,2015,2,30574.0,30574.0,N/A,N/A
Dragon Ball: Xenoverse (XOne),Dragon Ball: Xenoverse,XOne,Namco Bandai Games,Fighting,2015,2,74152.0,99421.0,N/A,N/A
Dragon Ball: Xenoverse 2 (NS),Dragon Ball: Xenoverse 2,NS,Namco Bandai Games,Action,2017,9,23936.0,97056.0,8.0,N/A
Dragon Ball: Xenoverse 2 (PS4),Dragon Ball: Xenoverse 2,PS4,Namco Bandai Games,Action,2016,10,319553.0,545136.0,7.1,N/A
Dragon Ball: Xenoverse 2 (XOne),Dragon Ball: Xenoverse 2,XOne,Namco Bandai Games,Action,2016,10,109363.0,109363.0,N/A,N/A
Dragon Quest & Final Fantasy in Itadaki Street Portable (PSP),Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,Square Enix,Misc,2006,5,49291.0,66944.0,N/A,N/A
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III (Wii),Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,Square Enix,Role-Playing,2011,9,265514.0,321064.0,N/A,N/A
Dragon Quest Builders: Revive Alefgard (NS),Dragon Quest Builders: Revive Alefgard,NS,Square Enix,Role-Playing,2018,2,30235.0,104280.0,N/A,N/A
Dragon Quest Builders: Revive Alefgard (PS3),Dragon Quest Builders: Revive Alefgard,PS3,Square Enix,Role-Playing,2016,1,53894.0,53894.0,N/A,N/A
Dragon Quest Builders: Revive Alefgard (PS4),Dragon Quest Builders: Revive Alefgard,PS4,Square Enix,Role-Playing,2016,1,139765.0,173409.0,N/A,N/A
Dragon Quest Builders: Revive Alefgard (PSV),Dragon Quest Builders: Revive Alefgard,PSV,Square Enix,Role-Playing,2016,1,177458.0,249335.0,N/A,N/A
Dragon Quest Heroes (PS3),Dragon Quest Heroes,PS3,Square Enix,Action,2015,2,322442.0,424181.0,N/A,N/A
Dragon Quest Heroes (PS4),Dragon Quest Heroes,PS4,Square Enix,Action,2015,2,265237.0,300187.0,N/A,N/A
Dragon Quest Heroes I & II for Nintendo Switch (NS),Dragon Quest Heroes I & II for Nintendo Switch,NS,Square Enix,Role-Playing,2017,3,24555.0,24555.0,N/A,N/A
Dragon Quest Heroes II: Twin Kings and the Prophecy's End (PS3),Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,Square Enix,Action,2016,5,68176.0,94047.0,N/A,N/A
Dragon Quest Heroes II: Twin Kings and the Prophecy's End (PS4),Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,Square Enix,Action,2016,5,186131.0,231317.0,N/A,N/A
Dragon Quest Heroes II: Twin Kings and the Prophecy's End (PSV),Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,Square Enix,Action,2016,5,121228.0,180240.0,N/A,N/A
Dragon Quest Heroes: Rocket Slime (DS),Dragon Quest Heroes: Rocket Slime,DS,Square Enix,Adventure,2005,12,45899.0,225268.0,8.3,N/A
Dragon Quest IV: Chapters of the Chosen (DS),Dragon Quest IV: Chapters of the Chosen,DS,Square Enix,Role-Playing,2007,11,600433.0,726548.0,8.1,N/A
Dragon Quest IX: Sentinels of the Starry Skies (DS),Dragon Quest IX: Sentinels of the Starry Skies,DS,Nintendo,Role-Playing,2009,7,2338221.0,3651261.0,8.6,N/A
Dragon Quest Monsters 2: Iru to Ruka no Fushigi na Fushigi na Kagi (3DS),Dragon Quest Monsters 2: Iru to Ruka no Fushigi na Fushigi na Kagi,3DS,Square Enix,Role-Playing,2014,2,441942.0,702630.0,,
Dragon Quest Monsters Joker 3 (3DS),Dragon Quest Monsters Joker 3,3DS,Square Enix,Role-Playing,2016,3,370273.0,541615.0,N/A,N/A
Dragon Quest Monsters: Battle Road Victory (Wii),Dragon Quest Monsters: Battle Road Victory,Wii,Square Enix,Strategy,2010,7,140248.0,178848.0,N/A,N/A
Dragon Quest Monsters: Joker (DS),Dragon Quest Monsters: Joker,DS,Square Enix,Role-Playing,2006,12,627022.0,1114251.0,7.6,N/A
Dragon Quest Monsters: Joker 2 (DS),Dragon Quest Monsters: Joker 2,DS,Square Enix,Role-Playing,2010,5,645582.0,1081940.0,8.1,N/A
Dragon Quest Monsters: Joker 2 Professional (DS),Dragon Quest Monsters: Joker 2 Professional,DS,Square Enix,Role-Playing,2011,4,169251.0,459034.0,N/A,N/A
Dragon Quest Monsters: Joker 3 - Professional (3DS),Dragon Quest Monsters: Joker 3 - Professional,3DS,Square Enix,Role-Playing,2017,2,117025.0,117025.0,N/A,N/A
Dragon Quest Monsters: Terry's Wonderland 3D (3DS),Dragon Quest Monsters: Terry's Wonderland 3D,3DS,Square Enix,Role-Playing,2012,6,515176.0,804820.0,N/A,N/A
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors (Wii),Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Square Enix,Role-Playing,2007,7,310356.0,402677.0,N/A,N/A
Dragon Quest V: Hand of the Heavenly Bride (DS),Dragon Quest V: Hand of the Heavenly Bride,DS,Square Enix,Role-Playing,2008,7,679461.0,1099263.0,8.6,N/A
Dragon Quest VI: Realms of Revelation (DS),Dragon Quest VI: Realms of Revelation,DS,Nintendo,Role-Playing,2010,1,909526.0,1218149.0,7.6,N/A
Dragon Quest VIII: Journey of the Cursed King (3DS),Dragon Quest VIII: Journey of the Cursed King,3DS,Square Enix,Role-Playing,2015,8,582605.0,762540.0,6.6,N/A
Dragon Quest X (Wii),Dragon Quest X,Wii,Square Enix,Role-Playing,2012,8,384061.0,525165.0,N/A,N/A
